Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
52658,M,General,Matutino,4,Básico,Básico,Básico
52659,M,General,Matutino,4,Básico,Básico,Básico
65500,M,General,Matutino,4,Básico,Básico,Básico
65501,M,General,Matutino,4,Básico,Básico,Básico
65534,M,General,Matutino,4,Básico,Básico,Básico
65536,M,General,Matutino,4,Básico,Básico,Básico
65537,M,General,Matutino,4,Básico,Básico,Básico
65539,M,General,Matutino,4,Básico,Básico,Básico
65542,M,General,Matutino,4,Básico,Básico,Básico
43471,M,General,Matutino,4,Básico,Básico,Básico
43476,M,General,Matutino,4,Básico,Básico,Básico
43493,M,General,Matutino,4,Básico,Básico,Básico
46483,M,General,Matutino,4,Básico,Básico,Básico
57240,M,General,Matutino,4,Básico,Básico,Básico
57273,M,General,Matutino,4,Básico,Básico,Básico
68349,M,General,Matutino,4,Básico,Básico,Básico
68353,M,General,Matutino,4,Básico,Básico,Básico
68354,M,General,Matutino,4,Básico,Básico,Básico
68372,M,General,Matutino,4,Básico,Básico,Básico
68376,M,General,Matutino,4,Básico,Básico,Básico
68385,M,General,Matutino,4,Básico,Básico,Básico
55019,M,General,Matutino,4,Básico,Básico,Básico
55025,M,General,Matutino,4,Básico,Básico,Básico
55026,M,General,Matutino,4,Básico,Básico,Básico
55030,M,General,Matutino,4,Básico,Básico,Básico
55034,M,General,Matutino,4,Básico,Básico,Básico
55035,M,General,Matutino,4,Básico,Básico,Básico
55053,M,General,Matutino,4,Básico,Básico,Básico
55380,M,General,Matutino,4,Básico,Básico,Básico
55388,M,General,Matutino,4,Básico,Básico,Básico
55402,M,General,Matutino,4,Básico,Básico,Básico
55408,M,General,Matutino,4,Básico,Básico,Básico
55412,M,General,Matutino,4,Básico,Básico,Básico
55418,M,General,Matutino,4,Básico,Básico,Básico
55421,M,General,Matutino,4,Básico,Básico,Básico
55424,M,General,Matutino,4,Básico,Básico,Básico
55425,M,General,Matutino,4,Básico,Básico,Básico
55428,M,General,Matutino,4,Básico,Básico,Básico
55429,M,General,Matutino,4,Básico,Básico,Básico
55430,M,General,Matutino,4,Básico,Básico,Básico
55440,M,General,Matutino,4,Básico,Básico,Básico
62107,M,General,Matutino,4,Básico,Básico,Básico
62122,M,General,Matutino,4,Básico,Básico,Básico
62127,M,General,Matutino,4,Básico,Básico,Básico
69100,M,General,Matutino,4,Básico,Básico,Básico
69106,M,General,Matutino,4,Básico,Básico,Básico
69121,M,General,Matutino,4,Básico,Básico,Básico
69124,M,General,Matutino,4,Básico,Básico,Básico
69136,M,General,Matutino,4,Básico,Básico,Básico
69137,M,General,Matutino,4,Básico,Básico,Básico
69143,M,General,Matutino,4,Básico,Básico,Básico
69149,M,General,Matutino,4,Básico,Básico,Básico
69157,M,General,Matutino,4,Básico,Básico,Básico
69161,M,General,Matutino,4,Básico,Básico,Básico
69168,M,General,Matutino,4,Básico,Básico,Básico
69173,M,General,Matutino,4,Básico,Básico,Básico
69175,M,General,Matutino,4,Básico,Básico,Básico
44765,M,General,Matutino,4,Básico,Básico,Básico
44772,M,General,Matutino,4,Básico,Básico,Básico
44785,M,General,Matutino,4,Básico,Básico,Básico
44794,M,General,Matutino,4,Básico,Básico,Básico
44796,M,General,Matutino,4,Básico,Básico,Básico
44799,M,General,Matutino,4,Básico,Básico,Básico
44804,M,General,Matutino,4,Básico,Básico,Básico
44810,M,General,Matutino,4,Básico,Básico,Básico
44812,M,General,Matutino,4,Básico,Básico,Básico
44816,M,General,Matutino,4,Básico,Básico,Básico
47307,M,General,Matutino,4,Básico,Básico,Básico
47311,M,General,Matutino,4,Básico,Básico,Básico
47319,M,General,Matutino,4,Básico,Básico,Básico
47321,M,General,Matutino,4,Básico,Básico,Básico
47360,M,General,Matutino,4,Básico,Básico,Básico
47373,M,General,Matutino,4,Básico,Básico,Básico
47382,M,General,Matutino,4,Básico,Básico,Básico
47385,M,General,Matutino,4,Básico,Básico,Básico
47391,M,General,Matutino,4,Básico,Básico,Básico
53872,M,General,Matutino,4,Básico,Básico,Básico
53887,M,General,Matutino,4,Básico,Básico,Básico
53892,M,General,Matutino,4,Básico,Básico,Básico
53907,M,General,Matutino,4,Básico,Básico,Básico
53914,M,General,Matutino,4,Básico,Básico,Básico
53915,M,General,Matutino,4,Básico,Básico,Básico
53917,M,General,Matutino,4,Básico,Básico,Básico
53926,M,General,Matutino,4,Básico,Básico,Básico
69442,M,General,Matutino,4,Básico,Básico,Básico
69451,M,General,Matutino,4,Básico,Básico,Básico
69458,M,General,Matutino,4,Básico,Básico,Básico
69459,M,General,Matutino,4,Básico,Básico,Básico
69460,M,General,Matutino,4,Básico,Básico,Básico
69462,M,General,Matutino,4,Básico,Básico,Básico
69465,M,General,Matutino,4,Básico,Básico,Básico
69468,M,General,Matutino,4,Básico,Básico,Básico
69469,M,General,Matutino,4,Básico,Básico,Básico
69474,M,General,Matutino,4,Básico,Básico,Básico
69488,M,General,Matutino,4,Básico,Básico,Básico
69496,M,General,Matutino,4,Básico,Básico,Básico
69503,M,General,Matutino,4,Básico,Básico,Básico
69556,M,General,Matutino,4,Básico,Básico,Básico
69561,M,General,Matutino,4,Básico,Básico,Básico
69583,M,General,Matutino,4,Básico,Básico,Básico
69586,M,General,Matutino,4,Básico,Básico,Básico
69588,M,General,Matutino,4,Básico,Básico,Básico
42975,M,General,Matutino,4,Básico,Básico,Básico
42980,M,General,Matutino,4,Básico,Básico,Básico
42981,M,General,Matutino,4,Básico,Básico,Básico
42982,M,General,Matutino,4,Básico,Básico,Básico
42989,M,General,Matutino,4,Básico,Básico,Básico
42990,M,General,Matutino,4,Básico,Básico,Básico
42991,M,General,Matutino,4,Básico,Básico,Básico
43003,M,General,Matutino,4,Básico,Básico,Básico
43008,M,General,Matutino,4,Básico,Básico,Básico
43029,M,General,Matutino,4,Básico,Básico,Básico
43031,M,General,Matutino,4,Básico,Básico,Básico
43033,M,General,Matutino,4,Básico,Básico,Básico
43049,M,General,Matutino,4,Básico,Básico,Básico
69685,M,General,Matutino,4,Básico,Básico,Básico
69715,M,General,Matutino,4,Básico,Básico,Básico
69796,M,General,Matutino,4,Básico,Básico,Básico
69802,M,General,Matutino,4,Básico,Básico,Básico
69803,M,General,Matutino,4,Básico,Básico,Básico
69810,M,General,Matutino,4,Básico,Básico,Básico
69902,M,General,Matutino,4,Básico,Básico,Básico
69904,M,General,Matutino,4,Básico,Básico,Básico
69905,M,General,Matutino,4,Básico,Básico,Básico
69910,M,General,Matutino,4,Básico,Básico,Básico
69918,M,General,Matutino,4,Básico,Básico,Básico
70208,M,General,Matutino,4,Básico,Básico,Básico
42020,M,General,Matutino,4,Básico,Básico,Básico
47221,M,General,Matutino,4,Básico,Básico,Básico
47229,M,General,Matutino,4,Básico,Básico,Básico
57370,M,General,Matutino,4,Básico,Básico,Básico
57378,M,General,Matutino,4,Básico,Básico,Básico
57383,M,General,Matutino,4,Básico,Básico,Básico
57384,M,General,Matutino,4,Básico,Básico,Básico
57389,M,General,Matutino,4,Básico,Básico,Básico
70297,M,General,Matutino,4,Básico,Básico,Básico
51214,H,General,Matutino,4,Básico,Básico,Básico
51262,H,General,Matutino,4,Básico,Básico,Básico
51265,H,General,Matutino,4,Básico,Básico,Básico
51269,H,General,Matutino,4,Básico,Básico,Básico
51271,H,General,Matutino,4,Básico,Básico,Básico
51276,H,General,Matutino,4,Básico,Básico,Básico
52704,H,General,Matutino,4,Básico,Básico,Básico
52727,H,General,Matutino,4,Básico,Básico,Básico
52729,H,General,Matutino,4,Básico,Básico,Básico
52730,H,General,Matutino,4,Básico,Básico,Básico
52731,H,General,Matutino,4,Básico,Básico,Básico
52733,H,General,Matutino,4,Básico,Básico,Básico
52748,H,General,Matutino,4,Básico,Básico,Básico
52960,H,General,Matutino,4,Básico,Básico,Básico
52964,H,General,Matutino,4,Básico,Básico,Básico
52982,H,General,Matutino,4,Básico,Básico,Básico
52984,H,General,Matutino,4,Básico,Básico,Básico
52986,H,General,Matutino,4,Básico,Básico,Básico
52988,H,General,Matutino,4,Básico,Básico,Básico
52990,H,General,Matutino,4,Básico,Básico,Básico
53261,H,General,Matutino,4,Básico,Básico,Básico
53273,H,General,Matutino,4,Básico,Básico,Básico
53274,H,General,Matutino,4,Básico,Básico,Básico
53278,H,General,Matutino,4,Básico,Básico,Básico
53283,H,General,Matutino,4,Básico,Básico,Básico
53284,H,General,Matutino,4,Básico,Básico,Básico
53286,H,General,Matutino,4,Básico,Básico,Básico
53293,H,General,Matutino,4,Básico,Básico,Básico
53296,H,General,Matutino,4,Básico,Básico,Básico
53299,H,General,Matutino,4,Básico,Básico,Básico
53303,H,General,Matutino,4,Básico,Básico,Básico
53304,H,General,Matutino,4,Básico,Básico,Básico
65364,H,General,Matutino,4,Básico,Básico,Básico
65401,H,General,Matutino,4,Básico,Básico,Básico
46772,H,General,Matutino,4,Básico,Básico,Básico
46781,H,General,Matutino,4,Básico,Básico,Básico
46789,H,General,Matutino,4,Básico,Básico,Básico
46796,H,General,Matutino,4,Básico,Básico,Básico
46798,H,General,Matutino,4,Básico,Básico,Básico
48509,H,General,Matutino,4,Básico,Básico,Básico
48510,H,General,Matutino,4,Básico,Básico,Básico
48518,H,General,Matutino,4,Básico,Básico,Básico
48521,H,General,Matutino,4,Básico,Básico,Básico
48527,H,General,Matutino,4,Básico,Básico,Básico
48553,H,General,Matutino,4,Básico,Básico,Básico
48554,H,General,Matutino,4,Básico,Básico,Básico
48555,H,General,Matutino,4,Básico,Básico,Básico
48557,H,General,Matutino,4,Básico,Básico,Básico
52623,H,General,Matutino,4,Básico,Básico,Básico
52632,H,General,Matutino,4,Básico,Básico,Básico
52634,H,General,Matutino,4,Básico,Básico,Básico
52642,H,General,Matutino,4,Básico,Básico,Básico
52657,H,General,Matutino,4,Básico,Básico,Básico
52666,H,General,Matutino,4,Básico,Básico,Básico
52667,H,General,Matutino,4,Básico,Básico,Básico
65520,H,General,Matutino,4,Básico,Básico,Básico
65521,H,General,Matutino,4,Básico,Básico,Básico
65530,H,General,Matutino,4,Básico,Básico,Básico
65538,H,General,Matutino,4,Básico,Básico,Básico
65544,H,General,Matutino,4,Básico,Básico,Básico
65545,H,General,Matutino,4,Básico,Básico,Básico
43480,H,General,Matutino,4,Básico,Básico,Básico
43483,H,General,Matutino,4,Básico,Básico,Básico
43485,H,General,Matutino,4,Básico,Básico,Básico
43488,H,General,Matutino,4,Básico,Básico,Básico
43491,H,General,Matutino,4,Básico,Básico,Básico
43492,H,General,Matutino,4,Básico,Básico,Básico
43494,H,General,Matutino,4,Básico,Básico,Básico
43497,H,General,Matutino,4,Básico,Básico,Básico
46471,H,General,Matutino,4,Básico,Básico,Básico
46472,H,General,Matutino,4,Básico,Básico,Básico
46473,H,General,Matutino,4,Básico,Básico,Básico
46478,H,General,Matutino,4,Básico,Básico,Básico
46487,H,General,Matutino,4,Básico,Básico,Básico
46491,H,General,Matutino,4,Básico,Básico,Básico
57230,H,General,Matutino,4,Básico,Básico,Básico
57250,H,General,Matutino,4,Básico,Básico,Básico
57251,H,General,Matutino,4,Básico,Básico,Básico
57253,H,General,Matutino,4,Básico,Básico,Básico
57257,H,General,Matutino,4,Básico,Básico,Básico
57258,H,General,Matutino,4,Básico,Básico,Básico
57260,H,General,Matutino,4,Básico,Básico,Básico
57262,H,General,Matutino,4,Básico,Básico,Básico
57267,H,General,Matutino,4,Básico,Básico,Básico
57270,H,General,Matutino,4,Básico,Básico,Básico
57274,H,General,Matutino,4,Básico,Básico,Básico
57277,H,General,Matutino,4,Básico,Básico,Básico
57279,H,General,Matutino,4,Básico,Básico,Básico
57280,H,General,Matutino,4,Básico,Básico,Básico
57281,H,General,Matutino,4,Básico,Básico,Básico
57283,H,General,Matutino,4,Básico,Básico,Básico
57293,H,General,Matutino,4,Básico,Básico,Básico
68369,H,General,Matutino,4,Básico,Básico,Básico
68429,H,General,Matutino,4,Básico,Básico,Básico
55017,H,General,Matutino,4,Básico,Básico,Básico
55022,H,General,Matutino,4,Básico,Básico,Básico
55032,H,General,Matutino,4,Básico,Básico,Básico
55033,H,General,Matutino,4,Básico,Básico,Básico
55047,H,General,Matutino,4,Básico,Básico,Básico
55050,H,General,Matutino,4,Básico,Básico,Básico
55385,H,General,Matutino,4,Básico,Básico,Básico
55387,H,General,Matutino,4,Básico,Básico,Básico
55389,H,General,Matutino,4,Básico,Básico,Básico
55403,H,General,Matutino,4,Básico,Básico,Básico
55405,H,General,Matutino,4,Básico,Básico,Básico
55410,H,General,Matutino,4,Básico,Básico,Básico
55416,H,General,Matutino,4,Básico,Básico,Básico
55422,H,General,Matutino,4,Básico,Básico,Básico
62072,H,General,Matutino,4,Básico,Básico,Básico
62076,H,General,Matutino,4,Básico,Básico,Básico
62078,H,General,Matutino,4,Básico,Básico,Básico
62080,H,General,Matutino,4,Básico,Básico,Básico
62082,H,General,Matutino,4,Básico,Básico,Básico
62095,H,General,Matutino,4,Básico,Básico,Básico
62098,H,General,Matutino,4,Básico,Básico,Básico
62106,H,General,Matutino,4,Básico,Básico,Básico
62125,H,General,Matutino,4,Básico,Básico,Básico
62130,H,General,Matutino,4,Básico,Básico,Básico
69055,H,General,Matutino,4,Básico,Básico,Básico
69070,H,General,Matutino,4,Básico,Básico,Básico
69088,H,General,Matutino,4,Básico,Básico,Básico
69092,H,General,Matutino,4,Básico,Básico,Básico
69093,H,General,Matutino,4,Básico,Básico,Básico
69095,H,General,Matutino,4,Básico,Básico,Básico
69102,H,General,Matutino,4,Básico,Básico,Básico
69104,H,General,Matutino,4,Básico,Básico,Básico
69112,H,General,Matutino,4,Básico,Básico,Básico
69113,H,General,Matutino,4,Básico,Básico,Básico
69132,H,General,Matutino,4,Básico,Básico,Básico
69135,H,General,Matutino,4,Básico,Básico,Básico
69150,H,General,Matutino,4,Básico,Básico,Básico
69162,H,General,Matutino,4,Básico,Básico,Básico
69165,H,General,Matutino,4,Básico,Básico,Básico
69169,H,General,Matutino,4,Básico,Básico,Básico
69170,H,General,Matutino,4,Básico,Básico,Básico
44770,H,General,Matutino,4,Básico,Básico,Básico
44781,H,General,Matutino,4,Básico,Básico,Básico
44782,H,General,Matutino,4,Básico,Básico,Básico
44787,H,General,Matutino,4,Básico,Básico,Básico
44813,H,General,Matutino,4,Básico,Básico,Básico
44820,H,General,Matutino,4,Básico,Básico,Básico
44822,H,General,Matutino,4,Básico,Básico,Básico
47320,H,General,Matutino,4,Básico,Básico,Básico
47328,H,General,Matutino,4,Básico,Básico,Básico
47330,H,General,Matutino,4,Básico,Básico,Básico
47347,H,General,Matutino,4,Básico,Básico,Básico
47349,H,General,Matutino,4,Básico,Básico,Básico
47364,H,General,Matutino,4,Básico,Básico,Básico
47368,H,General,Matutino,4,Básico,Básico,Básico
47369,H,General,Matutino,4,Básico,Básico,Básico
47383,H,General,Matutino,4,Básico,Básico,Básico
47394,H,General,Matutino,4,Básico,Básico,Básico
53864,H,General,Matutino,4,Básico,Básico,Básico
53868,H,General,Matutino,4,Básico,Básico,Básico
53873,H,General,Matutino,4,Básico,Básico,Básico
53882,H,General,Matutino,4,Básico,Básico,Básico
53884,H,General,Matutino,4,Básico,Básico,Básico
53885,H,General,Matutino,4,Básico,Básico,Básico
53932,H,General,Matutino,4,Básico,Básico,Básico
69439,H,General,Matutino,4,Básico,Básico,Básico
69445,H,General,Matutino,4,Básico,Básico,Básico
69448,H,General,Matutino,4,Básico,Básico,Básico
69471,H,General,Matutino,4,Básico,Básico,Básico
69476,H,General,Matutino,4,Básico,Básico,Básico
69481,H,General,Matutino,4,Básico,Básico,Básico
69482,H,General,Matutino,4,Básico,Básico,Básico
69485,H,General,Matutino,4,Básico,Básico,Básico
69486,H,General,Matutino,4,Básico,Básico,Básico
69494,H,General,Matutino,4,Básico,Básico,Básico
69497,H,General,Matutino,4,Básico,Básico,Básico
69498,H,General,Matutino,4,Básico,Básico,Básico
69499,H,General,Matutino,4,Básico,Básico,Básico
69557,H,General,Matutino,4,Básico,Básico,Básico
69562,H,General,Matutino,4,Básico,Básico,Básico
69565,H,General,Matutino,4,Básico,Básico,Básico
69570,H,General,Matutino,4,Básico,Básico,Básico
69577,H,General,Matutino,4,Básico,Básico,Básico
69582,H,General,Matutino,4,Básico,Básico,Básico
69593,H,General,Matutino,4,Básico,Básico,Básico
69594,H,General,Matutino,4,Básico,Básico,Básico
69601,H,General,Matutino,4,Básico,Básico,Básico
69602,H,General,Matutino,4,Básico,Básico,Básico
69603,H,General,Matutino,4,Básico,Básico,Básico
42986,H,General,Matutino,4,Básico,Básico,Básico
42987,H,General,Matutino,4,Básico,Básico,Básico
42999,H,General,Matutino,4,Básico,Básico,Básico
43011,H,General,Matutino,4,Básico,Básico,Básico
43012,H,General,Matutino,4,Básico,Básico,Básico
